date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:06:13	13493/13493	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2028%20Jan%202025%2006:06:11%20GMT	https://kit.fontawesome.com/29e765d22c.js	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/kit.fontawesome.com/29e765d22c.js	(from https://enfantcheri.edu.ph/)
14:06:13	113381/113381	---MCZ	200	added ('OK')	text/css	etag:W/%221bae5-66ae5293-3ca18907f3ea5709;br%22	https://enfantcheri.edu.ph/wp-includes/css/dist/block-library/style.min.css?ver=6.5.5	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-includes/css/dist/block-library/style.minadc6.css	(from https://enfantcheri.edu.ph/)
14:06:13	2731/2731	---MCZ	200	added ('OK')	text/css	etag:W/%22aab-66aebd1e-9c05d4fe2d21aba6;br%22	https://enfantcheri.edu.ph/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.5.6	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/plugins/contact-form-7/includes/css/styles5406.css	(from https://enfantcheri.edu.ph/)
14:06:14	822/822	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:06:12%20GMT	https://enfantcheri.edu.ph/xmlrpc.php?rsd	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/xmlrpc0db0.php	(from https://enfantcheri.edu.ph/)
14:06:14	38323/38323	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:06:12%20GMT	https://enfantcheri.edu.ph/page/2/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/page/2/index.html	(from https://enfantcheri.edu.ph/)
14:06:14	48800/48800	---M--	200	added ('OK')	image/png	etag:%22bea0-66aebd1f-bf21e0c61c60030;;;%22	https://enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/img/logo.png	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/img/logo.png	(from https://enfantcheri.edu.ph/)
14:06:15	196216/196216	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:13%20GMT	https://enfantcheri.edu.ph/wp-json/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/index.html	(from https://enfantcheri.edu.ph/)
14:06:15	26948/26948	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:06:13%20GMT	https://enfantcheri.edu.ph/mission-vision/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/mission-vision/index.html	(from https://enfantcheri.edu.ph/)
14:06:16	37083/37083	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:06:14%20GMT	https://enfantcheri.edu.ph/history/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/history/index.html	(from https://enfantcheri.edu.ph/)
14:06:16	28581/28581	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:06:14%20GMT	https://enfantcheri.edu.ph/milestone/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/milestone/index.html	(from https://enfantcheri.edu.ph/)
14:06:16	30705/30705	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:06:14%20GMT	https://enfantcheri.edu.ph/academic-program/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/academic-program/index.html	(from https://enfantcheri.edu.ph/)
14:06:16	29590/29590	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:06:14%20GMT	https://enfantcheri.edu.ph/news/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/news/index.html	(from https://enfantcheri.edu.ph/)
14:06:16	56645/56645	---M--	200	added ('OK')	image/png	etag:%22dd45-66aebd1f-a3d42a21cf84a02f;;;%22	https://enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/img/footer-fern.png	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/img/footer-fern.png	(from https://enfantcheri.edu.ph/)
14:06:16	414009/414009	---M--	200	added ('OK')	image/png	etag:%2265139-66aebd1f-7783b36a69a64bf7;;;%22	https://enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/img/students-header-new.png	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/img/students-header-new.png	(from https://enfantcheri.edu.ph/)
14:06:16	184754/184754	---M--	200	added ('OK')	image/jpeg	etag:%222d1b2-66ae5292-9152bc7f0a273b7;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/4.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/4.jpg	(from https://enfantcheri.edu.ph/)
14:06:17	28412/28412	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:06:15%20GMT	https://enfantcheri.edu.ph/sy2018-2019/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/sy2018-2019/index.html	(from https://enfantcheri.edu.ph/)
14:06:17	28782/28782	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:06:15%20GMT	https://enfantcheri.edu.ph/contact-us/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/contact-us/index.html	(from https://enfantcheri.edu.ph/)
14:06:18	260007/260007	---M--	200	added ('OK')	image/jpeg	etag:%223f7a7-66ae5292-a713d03b60c4dd92;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/MISC-AD.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/MISC-AD.jpg	(from https://enfantcheri.edu.ph/)
14:06:19	357337/357337	---M--	200	added ('OK')	image/jpeg	etag:%22573d9-66ae5292-addb4fa820602b4;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/ENROLMENT-2.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/ENROLMENT-2.jpg	(from https://enfantcheri.edu.ph/)
14:06:20	28122/28122	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:06:18%20GMT	https://enfantcheri.edu.ph/pre-school/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/pre-school/index.html	(from https://enfantcheri.edu.ph/)
14:06:20	868939/868939	---M--	200	added ('OK')	image/jpeg	etag:%22d424b-66ae5292-56030a79bac88c3c;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/2020-GS-AD-scaled.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/2020-GS-AD-scaled.jpg	(from https://enfantcheri.edu.ph/)
14:06:21	25662/25662	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:06:19%20GMT	https://enfantcheri.edu.ph/grade-school/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/grade-school/index.html	(from https://enfantcheri.edu.ph/)
14:06:21	896031/896031	---M--	200	added ('OK')	image/jpeg	etag:%22dac1f-66ae5292-93dd8ff8f8d48df5;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/2020-PS-AD-scaled.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/2020-PS-AD-scaled.jpg	(from https://enfantcheri.edu.ph/)
14:06:21	86659/86659	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2215283-66aebd1f-3acc50743f15d794;br%22	https://enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/js/jquery-3.2.1.min.js	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/js/jquery-3.2.1.min.js	(from https://enfantcheri.edu.ph/)
14:06:21	26466119/26466119	---M--	200	added ('OK')	video/mp4	etag:%22193d747-66ae5292-939de774b04993f8;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/ENFANTCHERI.mp4	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/ENFANTCHERI.mp4	(from https://enfantcheri.edu.ph/)
14:06:22	901893/901893	---M--	200	added ('OK')	image/jpeg	etag:%22dc305-66ae5292-1739a808a5849158;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/2020-HS-AD-1-scaled.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/2020-HS-AD-1-scaled.jpg	(from https://enfantcheri.edu.ph/)
14:06:22	58072/58072	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22e2d8-66aebd1f-fe6c00f8deeb5c1b;br%22	https://enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/js/bootstrap.min.js	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/js/bootstrap.min.js	(from https://enfantcheri.edu.ph/)
14:06:22	30423/30423	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jan%202025%2006:06:20%20GMT	https://enfantcheri.edu.ph/ecsci-declares-winners-of-csg-election/	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/ecsci-declares-winners-of-csg-election/index.html	(from https://enfantcheri.edu.ph/)
14:06:23	14239/14239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22379f-cNv9OKDx/DsafZ+tq1h4ZITDTxc%22	https://unpkg.com/aos@2.3.1/dist/aos.js	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/unpkg.com/aos@2.3.1/dist/aos.js	(from https://enfantcheri.edu.ph/)
14:06:23	7031/7031	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%221b77-66aebd1f-28b70bc36c470527;br%22	https://enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/js/rellax.min.js	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/js/rellax.min.js	(from https://enfantcheri.edu.ph/)
14:06:23	13088/13088	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%223320-66aebd1f-6ab7b823513bf29e;br%22	https://enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/js/siema.min.js	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/js/siema.min.js	(from https://enfantcheri.edu.ph/)
14:06:24	788/788	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%22314-66aebd1f-39bea86204da53d0;br%22	https://enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/js/sidebar.js	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/js/sidebar.js	(from https://enfantcheri.edu.ph/)
14:06:24	367/367	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%2216f-66aebd1f-21918c705877ea77;br%22	https://enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/js/custom.js	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/js/custom.js	(from https://enfantcheri.edu.ph/)
14:06:25	3524/3524	---M--	200	added ('OK')	image/png	etag:%22dc4-66aebd1f-c1661031adf99459;;;%22	https://enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/img/header-stripe.png	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/img/header-stripe.png	(from https://enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/css/style.css)
14:06:25	2942/2942	---M--	200	added ('OK')	image/png	etag:%22b7e-66aebd1f-10c914cc68b88a4d;;;%22	https://enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/img/header-lower-stripe.png	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/img/header-lower-stripe.png	(from https://enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/css/style.css)
14:06:26	15059/15059	---M--	200	added ('OK')	image/png	etag:%223ad3-66aebd1f-fb425da1b2cd6ab8;;;%22	https://enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/img/fern-left.png	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/img/fern-left.png	(from https://enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/css/style.css)
14:06:27	15054/15054	---M--	200	added ('OK')	image/png	etag:%223ace-66aebd1f-806ac4632e2eef24;;;%22	https://enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/img/fern-right.png	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/img/fern-right.png	(from https://enfantcheri.edu.ph/wp-content/themes/enfantcheri-theme/assets/css/style.css)
14:06:28	13970/13970	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:26%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/pages/81	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/pages/81.json	(from https://enfantcheri.edu.ph/history/)
14:06:29	2158/2158	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:27%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fhistory%2F	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embeda938.json	(from https://enfantcheri.edu.ph/history/)
14:06:29	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jan%202025%2006:06:27%20GMT	https://enfantcheri.edu.ph/?p=81	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/index44d0.html	(from https://enfantcheri.edu.ph/history/)
14:06:29	2315/2315	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:06:27%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fhistory%2F&format=xml	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed6d50	(from https://enfantcheri.edu.ph/history/)
14:06:30	20656/20656	---M--	200	added ('OK')	image/jpeg	etag:%2250b0-66ae5292-f8587c99aabc032d;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture1.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture1.jpg	(from https://enfantcheri.edu.ph/history/)
14:06:31	32849/32849	---M--	200	added ('OK')	image/jpeg	etag:%228051-66ae5292-e383a9fbb8c8df8b;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture2.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture2.jpg	(from https://enfantcheri.edu.ph/history/)
14:06:32	137347/137347	---M--	200	added ('OK')	image/jpeg	etag:%2221883-66ae5292-d41a7d4f34f317ce;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture4-1024x729.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture4-1024x729.jpg	(from https://enfantcheri.edu.ph/history/)
14:06:33	105769/105769	---M--	200	added ('OK')	image/jpeg	etag:%2219d29-66ae5292-b206461badccca84;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture5-1024x743.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture5-1024x743.jpg	(from https://enfantcheri.edu.ph/history/)
14:06:34	87085/87085	---M--	200	added ('OK')	image/jpeg	etag:%221542d-66ae5292-12a9c65771a17d37;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture6-1024x727.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture6-1024x727.jpg	(from https://enfantcheri.edu.ph/history/)
14:06:35	53374/53374	---M--	200	added ('OK')	image/jpeg	etag:%22d07e-66ae5292-65ab70118ff52ebb;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture7.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture7.jpg	(from https://enfantcheri.edu.ph/history/)
14:06:36	86345/86345	---M--	200	added ('OK')	image/jpeg	etag:%2215149-66ae5292-3787f934c39b89d3;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/107302155_2791180751167083_3081295701904122677_n-1024x576.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/107302155_2791180751167083_3081295701904122677_n-1024x576.jpg	(from https://enfantcheri.edu.ph/history/)
14:06:37	114954/114954	---M--	200	added ('OK')	image/jpeg	etag:%221c10a-66ae5292-7a3f62cb48b4be08;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/107554252_282172626337745_2193310061106293589_n-1-1024x576.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/107554252_282172626337745_2193310061106293589_n-1-1024x576.jpg	(from https://enfantcheri.edu.ph/history/)
14:06:38	115155/115155	---M--	200	added ('OK')	image/jpeg	etag:%221c1d3-66ae5292-94475516aac75a9f;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/108634967_750851819058664_5721647378566441217_n-1024x576.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/108634967_750851819058664_5721647378566441217_n-1024x576.jpg	(from https://enfantcheri.edu.ph/history/)
14:06:39	76014/76014	---M--	200	added ('OK')	image/jpeg	etag:%22128ee-66ae5292-35aeadaef7203f59;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture12-1.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/Picture12-1.jpg	(from https://enfantcheri.edu.ph/history/)
14:06:40	2532/2532	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:38%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/pages/84	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/pages/84.json	(from https://enfantcheri.edu.ph/mission-vision/)
14:06:41	2202/2202	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:39%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fmission-vision%2F	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embedd55d.json	(from https://enfantcheri.edu.ph/mission-vision/)
14:06:41	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jan%202025%2006:06:39%20GMT	https://enfantcheri.edu.ph/?p=84	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/index735a.html	(from https://enfantcheri.edu.ph/mission-vision/)
14:06:42	2356/2356	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:06:40%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fmission-vision%2F&format=xml	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed827f	(from https://enfantcheri.edu.ph/mission-vision/)
14:06:43	4329/4329	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:42%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/pages/87	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/pages/87.json	(from https://enfantcheri.edu.ph/milestone/)
14:06:44	994428/994428	---M--	200	added ('OK')	image/jpeg	etag:%22f2c7c-66ae5292-f7e9e4ffc8ed63fa;;;%22	https://enfantcheri.edu.ph/wp-content/uploads/2020/07/teachers.jpg	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-content/uploads/2020/07/teachers.jpg	(from https://enfantcheri.edu.ph/mission-vision/)
14:06:44	2168/2168	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:42%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fmilestone%2F	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embedb2a8.json	(from https://enfantcheri.edu.ph/milestone/)
14:06:44	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Tue,%2028%20Jan%202025%2006:06:42%20GMT	https://enfantcheri.edu.ph/?p=87	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/index5d38.html	(from https://enfantcheri.edu.ph/milestone/)
14:06:44	2325/2325	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jan%202025%2006:06:42%20GMT	https://enfantcheri.edu.ph/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fenfantcheri.edu.ph%2Fmilestone%2F&format=xml	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/oembed/1.0/embed6c85	(from https://enfantcheri.edu.ph/milestone/)
14:06:46	1462/1462	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jan%202025%2006:06:44%20GMT	https://enfantcheri.edu.ph/wp-json/wp/v2/pages/20	C:/Users/Wr3D/OneDrive/Desktop/ECSCI/ECSCI/enfantcheri.edu.ph/wp-json/wp/v2/pages/20.json	(from https://enfantcheri.edu.ph/academic-program/)
